Pais,ISO3,Año,PIB,Poblacion,PIB_per_capita
Panama,PAN,2008,25721327955.2772,3500648.0,7347.590490468393
Panama,PAN,2009,27791215547.3487,3564381.0,7796.926183634326
Panama,PAN,2010,30231009532.9507,3628535.0,8331.464222599672
Panama,PAN,2011,35687738251.8135,3693505.0,9662.295909119792
Panama,PAN,2012,41595439720.9767,3759256.0,11064.806366200306
Panama,PAN,2013,46949496479.4008,3825329.0,12273.32249837878
Panama,PAN,2014,51427104881.9655,3892101.0,13213.198959113728
Panama,PAN,2015,55767806073.1781,3960035.0,14082.65484349964
Panama,PAN,2016,59760858717.8359,4029086.0,14832.36116524589
Panama,PAN,2017,64327688826.3137,4098707.0,15694.629751849472
Panama,PAN,2018,67316471181.2488,4167860.0,16151.327343348577
Panama,PAN,2019,69778991192.5571,4234700.0,16477.90662681113
Panama,PAN,2020,57059846521.5327,4293261.0,13290.560839774871
Panama,PAN,2021,67396392506.2378,4345405.0,15509.806912413871
Panama,PAN,2022,76479304470.9375,4400773.0,17378.607001755714
Panama,PAN,2023,83812155244.3352,4458759.0,18797.193399404456
Panama,PAN,2024,86523959131.7472,4515577.0,19161.218850159614
Paraguay,PRY,2000,8855705139.55857,5100868.0,1736.1172921076513
Paraguay,PRY,2001,8495806432.18467,5187689.0,1637.6861512293183
Paraguay,PRY,2002,7196260656.84556,5261328.0,1367.7650693599714
Paraguay,PRY,2003,7691367471.17992,5326436.0,1443.9988523620523
Paraguay,PRY,2004,9624440836.29309,5388175.0,1786.2153393854303
Paraguay,PRY,2005,10737500188.1123,5448097.0,1970.8716985237784
Paraguay,PRY,2006,13429430050.261,5505148.0,2439.4312469457677
Paraguay,PRY,2007,17856393235.4338,5559386.0,3211.936216595466
Paraguay,PRY,2008,24615267663.5385,5613574.0,4384.954694378038
Paraguay,PRY,2009,22355151162.0031,5671236.0,3941.8481547943165
Paraguay,PRY,2010,27260886405.2341,5737971.0,4750.962736694574
Paraguay,PRY,2011,33756238766.4931,5814626.0,5805.40154542925
Paraguay,PRY,2012,33271921136.3071,5897008.0,5642.169916728466
Paraguay,PRY,2013,38501122141.4135,5982445.0,6435.6834273300465
Paraguay,PRY,2014,40377929295.6522,6069811.0,6652.254789424613
Paraguay,PRY,2015,36211447840.1027,6159103.0,5879.337923087615
Paraguay,PRY,2016,36089700222.9546,6249126.0,5775.159633995953
Paraguay,PRY,2017,38997129473.5613,6338660.0,6152.267115377904
Paraguay,PRY,2018,40225448340.6341,6427382.0,6258.449916409839
Paraguay,PRY,2019,37925338329.156,6515058.0,5821.181995487377
Paraguay,PRY,2020,35432178068.1756,6603739.0,5365.472207211036
Paraguay,PRY,2021,39950899938.7474,6684182.0,5976.931797899489
Paraguay,PRY,2022,41952910858.0846,6760464.0,6205.625953793202
Paraguay,PRY,2023,43118053174.5461,6844146.0,6299.9902653371355
Paraguay,PRY,2024,44458118397.4445,6929153.0,6416.09708970844
Peru,PER,2000,51744749133.213,26598331.0,1945.4133845169833
Peru,PER,2001,52030158775.4055,26964601.0,1929.572730388464
Peru,PER,2002,54777553515.0809,27288217.0,2007.3701962675284
Peru,PER,2003,58731030121.8671,27580490.0,2129.441141976343
Peru,PER,2004,66768703497.5687,27852190.0,2397.251472777139
Peru,PER,2005,76060606060.6061,28101180.0,2706.6694729760848
Peru,PER,2006,88643193061.748,28324491.0,3129.5599649698206
Peru,PER,2007,102170981144.136,28530699.0,3581.089308191713
Peru,PER,2008,120550599815.441,28719041.0,4197.584446341401
Peru,PER,2009,120822986521.479,28896811.0,4181.187554622516
Peru,PER,2010,147527631520.729,29086019.0,5072.1149401961475
Peru,PER,2011,171761737046.585,29304086.0,5861.357936452445
Peru,PER,2012,192650021648.583,29550366.0,6519.378529815265
Peru,PER,2013,201175543571.392,29817919.0,6746.800256966021
Peru,PER,2014,200786250582.943,30115826.0,6667.134103608614
Peru,PER,2015,189802976285.619,30457600.0,6231.71150338894
Peru,PER,2016,191898104390.379,30866494.0,6217.035999954482
Peru,PER,2017,211007984080.911,31324637.0,6736.166937254884
Peru,PER,2018,222597009739.235,31897584.0,6978.491215486257
Peru,PER,2019,228346006003.648,32449303.0,7037.008036926032
Peru,PER,2020,201409694755.934,32838579.0,6133.325524101819
Peru,PER,2021,226328766459.634,33155882.0,6826.202556144759
Peru,PER,2022,246065570308.155,33475438.0,7350.630343004175
Peru,PER,2023,266958720837.988,33845617.0,7887.541859201089
Peru,PER,2024,289221969062.941,34217848.0,8452.37167056622
Uruguay,URY,2000,22823270892.1094,3266206.0,6987.700987662567
Uruguay,URY,2001,20898761742.2386,3274251.0,6382.761047408583
Uruguay,URY,2002,13606515722.5864,3278867.0,4149.761403126872
Uruguay,URY,2003,12045638351.8507,3281186.0,3671.123292568815
Uruguay,URY,2004,13686329890.1191,3283148.0,4168.660654383872
Uruguay,URY,2005,17362857683.8545,3285771.0,5284.2567798713
Uruguay,URY,2006,19741420739.8901,3289506.0,6001.33294783171
Uruguay,URY,2007,23797773024.3992,3295153.0,7222.054036458762
Uruguay,URY,2008,31119602538.8322,3302177.0,9423.965625958936
Uruguay,URY,2009,32708319077.5179,3310091.0,9881.3957312708
Uruguay,URY,2010,41950361211.9581,3318580.0,12641.057684900801
Uruguay,URY,2011,50342406067.0777,3326825.0,15132.26757255873
Uruguay,URY,2012,54232266358.7811,3335401.0,16259.594081425621
Uruguay,URY,2013,61337621933.7857,3345337.0,18335.259477232248
Uruguay,URY,2014,61496186973.902,3356334.0,18322.427676715728
Uruguay,URY,2015,57680327998.6689,3368017.0,17125.90168002979
Uruguay,URY,2016,57480787465.2716,3379283.0,17009.75842072759
Uruguay,URY,2017,65005997963.4822,3388438.0,19184.650261708255
Uruguay,URY,2018,65344577415.7535,3394534.0,19249.940467750064
Uruguay,URY,2019,62222313618.8454,3397206.0,18315.73169800283
Uruguay,URY,2020,53559359261.826,3398968.0,15757.53559957787
Uruguay,URY,2021,60739084240.8633,3396695.0,17881.818721098978
Uruguay,URY,2022,70594110920.0358,3390913.0,20818.61460911436
Uruguay,URY,2023,77991666837.7382,3388081.0,23019.422156004595
Uruguay,URY,2024,80961511073.5797,3386588.0,23906.513302940806
"Venezuela, RB",VEN,2000,117146466002.661,24526708.0,4776.281676393791
"Venezuela, RB",VEN,2001,122911036746.729,24979922.0,4920.393136004548
"Venezuela, RB",VEN,2002,92893587733.6549,25435671.0,3652.0989650186507
"Venezuela, RB",VEN,2003,83620628582.1082,25892703.0,3229.5055708207906
"Venezuela, RB",VEN,2004,112451400424.964,26340838.0,4269.089708723922
"Venezuela, RB",VEN,2005,145513489651.872,26785804.0,5432.485418465393
"Venezuela, RB",VEN,2006,183477522123.894,27224686.0,6739.380653422192
"Venezuela, RB",VEN,2007,230364012575.687,27649363.0,8331.62096991844
"Venezuela, RB",VEN,2008,315953388510.678,28053696.0,11262.451425675888
"Venezuela, RB",VEN,2009,329787628928.472,28438298.0,11596.602192173103
"Venezuela, RB",VEN,2010,393192354510.653,28813101.0,13646.304662266411
"Venezuela, RB",VEN,2011,316482190800.364,29185212.0,10843.92297031675
"Venezuela, RB",VEN,2012,372592062768.06,29553826.0,12607.23612462427
"Venezuela, RB",VEN,2013,258930655486.37,29912198.0,8656.356697236692
"Venezuela, RB",VEN,2014,214689614732.719,30254079.0,7096.220471055126
"Venezuela, RB",VEN,2015,125449241571.391,30573972.0,4103.138498700496
"Venezuela, RB",VEN,2016,112915034262.314,30765720.0,3670.15737848209
"Venezuela, RB",VEN,2017,115883275162.586,30565323.0,3791.331606820775
"Venezuela, RB",VEN,2018,102021093964.682,29807592.0,3422.6546701485313
"Venezuela, RB",VEN,2019,73014084091.3,28938098.0,2523.1127523066652
"Venezuela, RB",VEN,2020,42838020721.1995,28444077.0,1506.0436210041023
"Venezuela, RB",VEN,2021,56614976854.5499,28237826.0,2004.9339794979223
"Venezuela, RB",VEN,2022,89013255584.7499,28213017.0,3155.04207099687
"Venezuela, RB",VEN,2023,102376526555.948,28300854.0,3617.4359457826963
"Venezuela, RB",VEN,2024,119802963257.783,28405543.0,4217.591026433925
